date,1. open,2. high,3. low,4. close,5. volume
2021-02-26 20:00:00,257.25,257.25,257.0,257.05,3067.0
2021-02-26 19:59:00,257.29,257.29,257.16,257.16,481.0
2021-02-26 19:57:00,257.21,257.21,257.21,257.21,467.0
2021-02-26 19:56:00,257.29,257.29,257.29,257.29,154.0
2021-02-26 19:55:00,257.25,257.25,257.25,257.25,260.0
2021-02-26 19:52:00,257.24,257.29,257.24,257.29,454.0
2021-02-26 19:51:00,257.07,257.29,257.05,257.29,1099.0
2021-02-26 19:48:00,257.15,257.3,257.15,257.3,537.0
2021-02-26 19:44:00,257.15,257.47,257.15,257.32,1277.0
2021-02-26 19:41:00,257.2,257.35,257.2,257.35,1336.0
2021-02-26 19:40:00,257.2,257.2,257.2,257.2,286.0
2021-02-26 19:34:00,257.2,257.2,257.2,257.2,289.0
2021-02-26 19:29:00,257.4,257.4,257.4,257.4,216.0
2021-02-26 19:25:00,257.4,257.4,257.3,257.3,349.0
2021-02-26 19:22:00,257.4,257.4,257.4,257.4,250.0
2021-02-26 19:21:00,257.35,257.35,257.35,257.35,340.0
2021-02-26 19:14:00,257.2,257.2,257.2,257.2,300.0
2021-02-26 19:10:00,257.2,257.2,257.2,257.2,2456.0
2021-02-26 19:09:00,257.22,257.22,257.15,257.2,2600.0
2021-02-26 19:07:00,257.5799,257.5799,257.5799,257.5799,300.0
2021-02-26 19:04:00,257.27,257.27,257.27,257.27,125.0
2021-02-26 19:01:00,257.3,257.3,257.3,257.3,356.0
2021-02-26 18:57:00,257.4,257.59,257.4,257.59,400.0
2021-02-26 18:48:00,257.3,257.3,257.25,257.25,1081.0
2021-02-26 18:47:00,257.4,257.4,257.3,257.3,1713.0
2021-02-26 18:46:00,257.5,257.5,257.5,257.5,101.0
2021-02-26 18:41:00,257.6,257.6,257.6,257.6,591.0
2021-02-26 18:30:00,257.65,257.65,257.4,257.4,1500.0
2021-02-26 18:26:00,257.59,257.62,257.59,257.62,606.0
2021-02-26 18:23:00,257.5,257.5,257.5,257.5,189.0
2021-02-26 18:19:00,257.61,257.62,257.61,257.62,383.0
2021-02-26 18:17:00,257.6,257.6,257.6,257.6,222.0
2021-02-26 18:13:00,257.6,257.6,257.6,257.6,290.0
2021-02-26 18:10:00,257.59,257.59,257.59,257.59,345.0
2021-02-26 18:09:00,257.59,257.59,257.59,257.59,600.0
2021-02-26 18:08:00,257.59,257.59,257.59,257.59,112.0
2021-02-26 18:07:00,257.54,257.59,257.54,257.59,3750.0
2021-02-26 18:06:00,257.4,257.4,257.4,257.4,163.0
2021-02-26 18:05:00,257.55,257.55,257.55,257.55,212.0
2021-02-26 18:04:00,257.5,257.5,257.5,257.5,256.0
2021-02-26 17:56:00,257.58,257.58,257.58,257.58,556.0
2021-02-26 17:55:00,257.6,257.6,257.5,257.5,1764.0
2021-02-26 17:54:00,257.5,257.5,257.5,257.5,1129.0
2021-02-26 17:53:00,257.5,257.62,257.5,257.5,2805.0
2021-02-26 17:51:00,257.5,257.5,257.5,257.5,176.0
2021-02-26 17:44:00,257.5,257.5,257.5,257.5,409.0
2021-02-26 17:40:00,257.5,257.5,257.5,257.5,177.0
2021-02-26 17:39:00,257.5,257.5,257.5,257.5,217.0
2021-02-26 17:37:00,257.5,257.5,257.5,257.5,117.0
2021-02-26 17:33:00,257.5,257.5,257.5,257.5,217.0
2021-02-26 17:30:00,257.45,257.45,257.45,257.45,306.0
2021-02-26 17:29:00,257.46,257.5,257.46,257.5,680.0
2021-02-26 17:28:00,257.44,257.48,257.44,257.48,380.0
2021-02-26 17:22:00,257.25,257.25,257.25,257.25,616.0
2021-02-26 17:21:00,257.36,257.36,257.3,257.3,3938.0
2021-02-26 17:17:00,257.69,257.69,257.69,257.69,407.0
2021-02-26 17:16:00,258.0,258.0,258.0,258.0,541.0
2021-02-26 17:15:00,257.55,257.55,257.55,257.55,121.0
2021-02-26 17:14:00,257.5,257.5,257.5,257.5,527.0
2021-02-26 17:13:00,257.5,257.5,257.5,257.5,202.0
2021-02-26 17:12:00,257.9753,257.9753,257.9753,257.9753,209.0
2021-02-26 17:11:00,257.31,257.31,257.3,257.3,1347.0
2021-02-26 17:10:00,257.54,257.54,257.5,257.53,1335.0
2021-02-26 17:09:00,257.8,257.8,257.7,257.7,621.0
2021-02-26 17:08:00,257.94,257.94,257.94,257.94,246.0
2021-02-26 17:07:00,257.8,257.8,257.8,257.8,720.0
2021-02-26 17:05:00,257.94,258.0,257.94,258.0,5358.0
2021-02-26 17:04:00,257.52,257.65,257.5,257.65,933.0
2021-02-26 17:03:00,257.69,257.7,257.2201,257.2201,1832.0
2021-02-26 17:02:00,257.65,257.77,257.53,257.69,13496.0
2021-02-26 17:01:00,257.5,257.69,257.5,257.69,2192.0
2021-02-26 17:00:00,257.25,257.5,257.25,257.5,10931.0
2021-02-26 16:59:00,257.17,257.62,257.14,257.14,59065.0
2021-02-26 16:58:00,257.02,262.82,257.0,257.25,34222.0
2021-02-26 16:57:00,257.03,257.13,257.02,257.04,10449.0
2021-02-26 16:56:00,257.3,257.37,257.25,257.25,1253.0
2021-02-26 16:55:00,257.66,257.66,257.4,257.4,2721.0
2021-02-26 16:54:00,257.65,257.67,257.65,257.67,539.0
2021-02-26 16:52:00,257.98,257.98,257.98,257.98,314.0
2021-02-26 16:51:00,257.98,257.98,257.98,257.98,298.0
2021-02-26 16:50:00,257.95,258.0,257.95,257.95,1992.0
2021-02-26 16:49:00,257.8,257.8,257.8,257.8,478.0
2021-02-26 16:47:00,257.74,257.74,257.74,257.74,927.0
2021-02-26 16:44:00,257.82,257.9,257.7,257.7,3582.0
2021-02-26 16:43:00,257.58,257.7,257.58,257.66,12345.0
2021-02-26 16:42:00,257.59,257.6,257.59,257.6,2064.0
2021-02-26 16:41:00,257.5,257.6,257.4101,257.59,5392.0
2021-02-26 16:40:00,257.54,257.54,257.41,257.41,1895.0
2021-02-26 16:39:00,257.63,257.63,257.63,257.63,909.0
