date,1. open,2. high,3. low,4. close,5. volume
2019-12-11 16:00:00,1344.3,1345.26,1343.59,1344.13,20821.0
2019-12-11 15:59:00,1344.23,1344.71,1344.21,1344.71,4355.0
2019-12-11 15:58:00,1343.9399,1344.42,1343.9399,1344.33,9297.0
2019-12-11 15:57:00,1343.87,1343.915,1343.66,1343.79,5149.0
2019-12-11 15:56:00,1344.38,1344.38,1343.64,1343.64,5261.0
2019-12-11 15:55:00,1344.2,1344.75,1343.943,1344.75,7578.0
2019-12-11 15:54:00,1344.01,1344.08,1343.99,1344.08,2088.0
2019-12-11 15:53:00,1344.27,1344.47,1344.03,1344.15,2276.0
2019-12-11 15:52:00,1344.395,1344.42,1344.15,1344.26,3659.0
2019-12-11 15:51:00,1342.78,1344.42,1342.72,1344.4,13375.0
2019-12-11 15:50:00,1342.76,1342.9399,1342.65,1342.65,4550.0
2019-12-11 15:49:00,1343.16,1343.2,1342.6801,1342.98,8055.0
2019-12-11 15:48:00,1343.78,1343.78,1343.0699,1343.1801,2357.0
2019-12-11 15:47:00,1343.5699,1344.03,1343.5601,1343.9,2559.0
2019-12-11 15:46:00,1344.04,1344.04,1343.65,1343.734,1596.0
2019-12-11 15:45:00,1344.26,1344.27,1343.8199,1344.05,1684.0
2019-12-11 15:44:00,1344.38,1344.38,1344.22,1344.365,594.0
2019-12-11 15:43:00,1344.36,1344.62,1344.2,1344.59,3663.0
2019-12-11 15:42:00,1344.1,1344.29,1343.99,1344.26,1646.0
2019-12-11 15:41:00,1343.83,1343.83,1343.83,1343.83,714.0
2019-12-11 15:39:00,1344.24,1344.36,1344.24,1344.36,1620.0
2019-12-11 15:38:00,1344.51,1344.51,1344.27,1344.27,1436.0
2019-12-11 15:37:00,1344.24,1344.58,1344.14,1344.58,2265.0
2019-12-11 15:36:00,1344.25,1344.38,1344.25,1344.295,1726.0
2019-12-11 15:35:00,1344.3199,1344.33,1344.3199,1344.3199,943.0
2019-12-11 15:34:00,1344.91,1344.91,1344.38,1344.6,3023.0
2019-12-11 15:33:00,1344.9301,1344.9301,1344.587,1344.87,825.0
2019-12-11 15:32:00,1344.51,1344.98,1344.51,1344.98,1845.0
2019-12-11 15:31:00,1344.33,1344.6801,1344.3199,1344.6801,1370.0
2019-12-11 15:30:00,1344.7,1344.7,1344.53,1344.53,1246.0
2019-12-11 15:29:00,1344.64,1344.88,1344.64,1344.88,500.0
2019-12-11 15:28:00,1344.71,1345.0,1344.71,1344.8199,3426.0
2019-12-11 15:25:00,1344.52,1344.59,1344.52,1344.53,2630.0
2019-12-11 15:24:00,1344.3,1344.3,1344.3,1344.3,915.0
2019-12-11 15:23:00,1343.76,1344.3101,1343.76,1344.3101,1886.0
2019-12-11 15:22:00,1344.12,1344.12,1343.99,1343.99,1066.0
2019-12-11 15:21:00,1343.8625,1343.97,1343.8625,1343.97,555.0
2019-12-11 15:20:00,1343.96,1344.1,1343.9301,1344.1,805.0
2019-12-11 15:18:00,1343.825,1344.09,1343.825,1344.09,1380.0
2019-12-11 15:17:00,1343.76,1343.76,1343.76,1343.76,478.0
2019-12-11 15:16:00,1343.985,1344.1849,1343.86,1344.1849,2948.0
2019-12-11 15:15:00,1344.05,1344.05,1343.88,1343.88,525.0
2019-12-11 15:14:00,1344.27,1344.3199,1343.9449,1343.9449,2401.0
2019-12-11 15:13:00,1344.61,1344.67,1344.46,1344.54,1953.0
2019-12-11 15:12:00,1344.8282,1344.8282,1344.575,1344.575,548.0
2019-12-11 15:11:00,1345.13,1345.13,1344.8199,1344.8199,1182.0
2019-12-11 15:10:00,1344.9,1344.9301,1344.9,1344.9301,340.0
2019-12-11 15:09:00,1344.8,1344.8,1344.6,1344.6,2326.0
